FY,Dept Level,Job Code,Job Title,Sum FTE,Biweekly Low Rate,Biweekly High Rate
2010,PUC,0922,Manager I,10.00,3282.00,4188.00
2010,PUC,0923,Manager II,6.00,3520.00,4492.00
2010,PUC,0931,Manager III,8.77,3799.00,4848.00
2010,PUC,0932,Manager IV,6.00,4075.00,5200.00
2010,PUC,0933,Manager V,12.00,4397.00,5612.00
2010,PUC,0941,Manager VI,19.00,4717.00,6019.00
2010,PUC,0942,Manager VII,3.00,5051.00,6446.00
2010,PUC,0943,Manager VIII,5.00,5722.00,7303.00
2010,PUC,0954,Dep Dir IV,1.00,5368.00,6851.00
2010,PUC,0955,Dep Dir V,4.00,5722.00,7303.00
2010,PUC,1021,IS Administrator 1,3.00,2104.00,2557.00
2010,PUC,1022,IS Administrator 2,3.00,2557.00,3108.00
2010,PUC,1023,IS Administrator 3,7.00,3108.00,3777.00
2010,PUC,1024,IS Administrator-Supervisor,2.00,3346.00,4067.00
2010,PUC,1041,IS Engineer-Assistant,1.00,3050.00,3834.00
2010,PUC,1042,IS Engineer-Journey,5.00,3376.00,4247.00
2010,PUC,1043,IS Engineer-Senior,13.00,3743.00,4706.00
2010,PUC,1044,IS Engineer-Principal,12.00,4025.00,5062.00
2010,PUC,1052,IS Business Analyst,1.00,2722.00,3427.00
2010,PUC,1053,IS Business Analyst-Senior,7.00,3154.00,3966.00
2010,PUC,1054,IS Business Analyst-Principal,8.00,3652.00,4592.00
2010,PUC,1063,IS Programmer Analyst-Senior,1.77,2858.00,3598.00
2010,PUC,1064,IS Prg Analyst-Principal,1.00,3326.00,4185.00
2010,PUC,1070,IS Project Director,5.00,4025.00,5062.00
2010,PUC,1203,Personnel Technician,1.00,2130.00,2589.00
2010,PUC,1222,Sr Payroll & Personnel Clerk,7.00,2124.00,2582.00
2010,PUC,1224,Pr Payroll & Personnel Clerk,2.00,2342.00,2847.00
2010,PUC,1232,Training Officer,2.00,2685.00,3263.00
2010,PUC,1241,Personnel Analyst,9.00,2193.00,3229.00
2010,PUC,1244,Senior Personnel Analyst,9.00,3108.00,3777.00
2010,PUC,1246,Principal Personnel Analyst,1.00,3689.00,4484.00
2010,PUC,1310,Public Relations Assistant,1.00,1706.00,2074.00
2010,PUC,1312,Public Information Officer,1.00,2354.00,2862.00
2010,PUC,1314,Public Relations Officer,9.00,2806.00,3410.00
2010,PUC,1404,Clerk,3.00,1517.00,1840.00
2010,PUC,1406,Senior Clerk,2.00,1573.00,1909.00
2010,PUC,1424,Clerk Typist,3.00,1577.00,1914.00
2010,PUC,1426,Senior Clerk Typist,8.77,1727.00,2099.00
2010,PUC,1444,Secretary 1,1.00,1646.00,1999.00
2010,PUC,1446,Secretary 2,16.00,1904.00,2314.00
2010,PUC,1450,Executive Secretary 1,10.00,2074.00,2521.00
2010,PUC,1452,Executive Secretary 2,6.77,2377.00,2890.00
2010,PUC,1454,Executive Secretary 3,1.00,2582.00,3138.00
2010,PUC,1466,Meter Reader,12.00,1927.00,2342.00
2010,PUC,1468,Water Services Clerk,1.00,1787.00,2172.00
2010,PUC,1474,Claims Process Clerk,1.00,1787.00,2172.00
2010,PUC,1478,Senior Water Services Clerk,36.00,1955.00,2377.00
2010,PUC,1480,Principal Water Services Clerk,12.00,2145.00,2607.00
2010,PUC,1630,Account Clerk,2.00,1626.00,1975.00
2010,PUC,1632,Senior Account Clerk,9.00,1881.00,2287.00
2010,PUC,1634,Principal Account Clerk,3.00,2124.00,2582.00
2010,PUC,1652,Accountant II,7.00,2365.00,2874.00
2010,PUC,1654,Accountant III,12.31,2862.00,3479.00
2010,PUC,1657,Accountant IV,7.00,3313.00,4028.00
2010,PUC,1770,Photographer,1.00,1844.00,2242.00
2010,PUC,1820,Junior Administrative Analyst,2.00,1862.00,2264.00
2010,PUC,1822,Administrative Analyst,5.00,2449.00,2977.00
2010,PUC,1823,Senior Administrative Analyst,16.00,2977.00,3618.00
2010,PUC,1824,Pr Administrative Analyst,15.31,3446.00,4188.00
2010,PUC,1825,Prnpl Admin Analyst II,4.54,3769.00,4581.00
2010,PUC,1842,Management Assistant,3.00,2252.00,2737.00
2010,PUC,1844,Senior Management Assistant,6.00,2582.00,3138.00
2010,PUC,2978,Contract Compliance Officer 2,2.00,3788.00,4604.00
2010,PUC,2996,"Rep, Human Rights Comm",1.00,2545.00,3093.00
2010,PUC,4140,Real Property Manager,3.00,3072.00,3734.00
2010,PUC,4142,Senior Real Property Officer,3.00,3557.00,4323.00
2010,PUC,4143,Principal Real Property Ofc,1.00,4117.00,5005.00
2010,PUC,4310,Commercial Div Asst Sprv,7.00,2533.00,3080.00
2010,PUC,4321,Cashier 2,1.00,1686.00,2048.00
2010,PUC,4322,Cashier 3,1.00,1890.00,2297.00
2010,PUC,5174,Administrative Engineer,2.00,4246.00,5161.00
2010,PUC,5177,Safety Officer,3.00,3815.00,4637.00
2010,PUC,5201,Junior Engineer,3.00,2596.00,3155.00
2010,PUC,5203,Asst Engr,27.00,2933.00,3566.00
2010,PUC,5207,Assoc Engineer,62.00,3410.00,4145.00
2010,PUC,5211,Eng/Arch/Landscape Arch Sr,39.00,4570.00,5556.00
2010,PUC,5212,Engineer/Architect Principal,9.00,5303.00,6446.00
2010,PUC,5218,Structural Engineer,2.00,4352.00,5291.00
2010,PUC,5241,Engineer,47.00,3948.00,4799.00
2010,PUC,5260,Architectural Assistant 1,1.00,2319.00,2819.00
2010,PUC,5261,Architectural Assistant 2,1.00,2557.00,3108.00
2010,PUC,5277,Planner 1,1.00,2145.00,2607.00
2010,PUC,5278,Planner 2,3.00,2607.00,3169.00
2010,PUC,5291,Planner 3,1.00,3093.00,3760.00
2010,PUC,5293,Planner 4,2.00,3668.00,4458.00
2010,PUC,5298,Planner 3-Environmental Review,12.00,3093.00,3760.00
2010,PUC,5299,Planner 4-Environmental Review,6.00,3668.00,4458.00
2010,PUC,5320,Illustrator and Art Designer,1.00,2424.00,2946.00
2010,PUC,5322,Graphic Artist,1.00,1791.00,2178.00
2010,PUC,5362,Engineering Assistant,5.00,2188.00,2660.00
2010,PUC,5364,Engineering Associate 1,10.00,2424.00,2946.00
2010,PUC,5366,Engineering Associate 2,3.00,2806.00,3410.00
2010,PUC,5381,StdntDsgn Train2/Arch/Eng/Plng,2.00,1993.00,1993.00
2010,PUC,5382,"StdntDsgnTrain3, Arch/Eng/Plng",4.50,2088.00,2088.00
2010,PUC,5408,Coord of Citizen Involvement,8.00,3138.00,3815.00
2010,PUC,5502,Project Manager 1,1.00,4436.00,4436.00
2010,PUC,5504,Project Manager 2,2.00,5134.00,5134.00
2010,PUC,5506,Project Manager 3,3.00,6231.00,6231.00
2010,PUC,5601,Utility Analyst,2.00,2011.00,3121.00
2010,PUC,5602,Utility Specialist,10.00,3038.00,4488.00
2010,PUC,6130,Safety Analyst,3.00,3460.00,4206.00
2010,PUC,6138,Industrial Hygienist,3.00,3460.00,4206.00
2010,PUC,6139,Senior Industrial Hygienist,1.00,3881.00,4717.00
2010,PUC,6318,Construction Inspector,26.00,2960.00,3597.00
2010,PUC,6319,Senior Const Inspector,3.00,3263.00,3966.00
2010,PUC,7204,Chief Water Service Inspector,1.00,3851.00,4681.00
2010,PUC,7316,Water Service Inspector,20.00,3018.00,3668.00
2010,PUC,7317,Senior Water Service Inspector,6.00,3493.00,4246.00
2010,PUC,7336,Electr Instrmntn Tech Wtr Poll,1.00,3199.00,3888.00
2010,PUC,7410,Automotive Service Worker,1.00,1914.00,2326.00
2010,PUC,8247,Emergency Planning Coordinator,1.00,2424.00,2946.00
2010,PUC,9382,Govrnmt/Publ Affairs Mgr,2.00,3566.00,4334.00
2010,PUC,9706,Employment & Training Spec 5,1.00,2847.00,3460.00
2010,PUC,9989,Executive Contract Employee,1.00,0.00,0.00
2010,PUC,TEMPM,Temporary Position,7.04,0.00,0.00
2010,REC,0114,"BdComm Mbr, Grp5,M$100/Mo",0.00,100.00,100.00
2010,REC,0922,Manager I,16.00,3282.00,4188.00
2010,REC,0923,Manager II,1.00,3520.00,4492.00
2010,REC,0931,Manager III,1.00,3799.00,4848.00
2010,REC,0932,Manager IV,2.00,4075.00,5200.00
2010,REC,0952,Dep Dir II,2.00,3799.00,4848.00
2010,REC,0954,Dep Dir IV,3.00,5368.00,6851.00
2010,REC,0964,Dept Head IV,1.00,6170.00,7875.00
2010,REC,1022,IS Administrator 2,3.00,2557.00,3108.00
2010,REC,1023,IS Administrator 3,1.00,3108.00,3777.00
2010,REC,1052,IS Business Analyst,1.00,2722.00,3427.00
2010,REC,1054,IS Business Analyst-Principal,3.00,3652.00,4592.00
2010,REC,1202,Personnel Clerk,1.00,1686.00,2048.00
2010,REC,1204,Senior Personnel Clerk,2.00,1951.00,2371.00
2010,REC,1220,Payroll Clerk,3.00,1936.00,2354.00
2010,REC,1224,Pr Payroll & Personnel Clerk,1.00,2342.00,2847.00
2010,REC,1226,Chf Payroll & Personnel Clerk,1.00,2472.00,3005.00
2010,REC,1241,Personnel Analyst,1.00,2193.00,3229.00
2010,REC,1244,Senior Personnel Analyst,4.00,3108.00,3777.00
2010,REC,1446,Secretary 2,5.00,1904.00,2314.00
2010,REC,1450,Executive Secretary 1,1.00,2074.00,2521.00
2010,REC,1454,Executive Secretary 3,1.00,2582.00,3138.00
2010,REC,1630,Account Clerk,1.00,1626.00,1975.00
2010,REC,1632,Senior Account Clerk,5.00,1881.00,2287.00
2010,REC,1654,Accountant III,1.00,2862.00,3479.00
2010,REC,1657,Accountant IV,1.00,3313.00,4028.00
2010,REC,1704,Communications Dispatcher 1,2.00,1674.00,2033.00
2010,REC,1820,Junior Administrative Analyst,1.00,1862.00,2264.00
2010,REC,1822,Administrative Analyst,4.00,2449.00,2977.00
2010,REC,1823,Senior Administrative Analyst,9.00,2977.00,3618.00
2010,REC,1824,Pr Administrative Analyst,6.00,3446.00,4188.00
2010,REC,1926,Sr Materials & Supplies Sprv,1.00,1706.00,2074.00
2010,REC,1936,Senior Storekeeper,1.00,1765.00,2145.00
2010,REC,1950,Assistant Purchaser,1.00,2004.00,2435.00
2010,REC,2440,Vet Laboratory Technologist,1.00,2582.00,3138.00
2010,REC,2708,Custodian,105.00,1584.00,1923.00
2010,REC,2716,Custodial Assistant Supervisor,9.00,1740.00,2115.00
2010,REC,2718,Custodial Supervisor,2.00,1918.00,2332.00
2010,REC,2772,Sewing Technician,1.00,1503.00,1823.00
2010,REC,3110,"Secretary, Rec and Park Comm.",1.00,3282.00,4188.00
2010,REC,3210,Swimming Instr/Pool Lifeguard,36.57,1535.00,1862.00
2010,REC,3214,Senior Swimming Instructor,8.00,2063.00,2507.00
2010,REC,3232,Marina Assistant Manager,6.00,1731.00,2104.00
2010,REC,3238,Dance Instructor,1.00,1674.00,2033.00
2010,REC,3256,Photography Instructor,2.00,1791.00,2178.00
2010,REC,3260,Crafts Instructor,9.00,1714.00,2084.00
2010,REC,3284,Recreation Director,172.95,1714.00,2084.00
2010,REC,3287,Asst Recreation Supervisor,13.00,2401.00,2918.00
2010,REC,3292,Asst Superintendent Rec,1.00,3282.00,3989.00
2010,REC,3302,Admission Attendant,6.00,1349.00,1634.00
2010,REC,3320,Animal Keeper,8.00,1970.00,2395.00
2010,REC,3321,Senior Animal Keeper,1.00,2172.00,2640.00
2010,REC,3342,Zoo Curator,1.00,3169.00,3851.00
2010,REC,3370,Animal Care Attendant,2.00,1658.00,2115.00
2010,REC,3374,Volunteer/Outreach Coord,3.00,2242.00,2726.00
2010,REC,3417,Gardener,291.50,1941.00,2360.00
2010,REC,3419,Municipal Stadium Groundskpr,3.00,2247.00,2732.00
2010,REC,3422,Park Section Supervisor,40.00,2360.00,2868.00
2010,REC,3424,Pest Control Specialist,3.00,2360.00,2868.00
2010,REC,3426,Forester,1.00,2862.00,3479.00
2010,REC,3428,Nursery Specialist,7.00,2247.00,2732.00
2010,REC,3430,Chief Nursery Specialist,1.00,2602.00,3162.00
2010,REC,3434,Arborist Technician,20.01,2140.00,2933.00
2010,REC,3436,Arborist Technician Supervisor,5.00,2693.00,3273.00
2010,REC,3542,Curator 2,2.00,2287.00,2779.00
2010,REC,4321,Cashier 2,1.00,1686.00,2048.00
2010,REC,5120,Architectural Administrator,1.00,3479.00,4229.00
2010,REC,5211,Eng/Arch/Landscape Arch Sr,1.00,4570.00,5556.00
2010,REC,5266,Architectural Associate 2,1.00,3410.00,4145.00
2010,REC,5274,Landscape Architect,2.00,3948.00,4799.00
2010,REC,5291,Planner 3,2.00,3093.00,3760.00
2010,REC,5502,Project Manager 1,4.00,4436.00,4436.00
2010,REC,5504,Project Manager 2,3.00,5134.00,5134.00
2010,REC,5508,Project Manager 4,1.00,6949.00,6949.00
2010,REC,5640,Environmental Spec,1.00,2571.00,3126.00
2010,REC,6137,Assistant Industrial Hygienist,1.00,2607.00,3169.00
2010,REC,6138,Industrial Hygienist,0.50,3460.00,4206.00
2010,REC,6139,Senior Industrial Hygienist,1.00,3881.00,4717.00
2010,REC,7108,Heavy Equip Ops Asst Sprv,1.00,3093.00,3760.00
2010,REC,7205,Chief Stationary Engineer,2.00,3671.00,3671.00
2010,REC,7208,Heavy Equipment Ops Sprv,1.00,3248.00,3948.00
2010,REC,7213,Plumber Supervisor 1,1.00,3359.00,4082.00
2010,REC,7226,Carpenter Supervisor 1,1.00,3169.00,3851.00
2010,REC,7238,Electrician Supervisor 1,1.00,3263.00,3966.00
2010,REC,7242,Painter Supervisor 1,1.00,2685.00,3446.00
2010,REC,7263,Maintenance Manager,1.00,3479.00,4229.00
2010,REC,7311,Cement Mason,3.00,2274.00,2764.00
2010,REC,7328,"Operating Engineer, Universal",6.00,2800.00,3403.00
2010,REC,7334,Stationary Engineer,13.00,2893.00,2893.00
2010,REC,7335,Senior Stationary Engineer,3.00,3279.00,3279.00
2010,REC,7344,Carpenter,12.00,2571.00,3126.00
2010,REC,7345,Electrician,7.00,2890.00,3513.00
2010,REC,7346,Painter,11.00,2365.00,2874.00
2010,REC,7347,Plumber,14.00,2989.00,3633.00
2010,REC,7348,Steamfitter,3.00,2989.00,3633.00
2010,REC,7355,Truck Driver,24.00,2317.00,2951.00
2010,REC,7370,Rigger,1.00,2172.00,2640.00
2010,REC,7376,Sheet Metal Worker,3.00,3005.00,3653.00
2010,REC,7395,Ornamental Iron Worker,6.00,2483.00,3018.00
2010,REC,7501,Environmental Service Worker,5.00,1142.00,1824.00
2010,REC,7514,General Laborer,18.00,1876.00,2281.00
2010,REC,8208,Park Patrol Officer,21.00,1765.00,2145.00
2010,REC,8210,Head Park Patrol Officer,3.00,2188.00,2660.00
2010,REC,9343,Roofer,4.00,2401.00,2918.00
2010,REC,9910,Public Service Trainee,7.50,0.00,0.00
2010,REC,AC38,"Assistant Superintendent, Rec",1.00,3132.00,3807.00
2010,REC,TEMPM,Temporary Position,21.45,0.00,0.00
2010,REG,0951,Dep Dir I,1.00,3282.00,4188.00
2010,REG,0952,Dep Dir II,1.00,3799.00,4848.00
2010,REG,0962,Dept Head II,1.00,5051.00,6446.00
2010,REG,1052,IS Business Analyst,1.00,2722.00,3427.00
2010,REG,1054,IS Business Analyst-Principal,1.00,3652.00,4592.00
2010,REG,1062,IS Programmer Analyst,1.00,2353.00,2960.00
2010,REG,1403,Elections Clerk,3.00,1678.00,2038.00
2010,REG,1408,Principal Clerk,3.00,2074.00,2521.00
2010,REG,1410,Chief Clerk,4.00,2377.00,2890.00
2010,REG,1450,Executive Secretary 1,1.00,2074.00,2521.00
2010,REG,1471,Elections Worker,2.75,1752.00,2130.00
2010,REG,1842,Management Assistant,3.00,2252.00,2737.00
2010,REG,9770,Community Development Asst,1.00,1844.00,2242.00
2010,REG,9772,Community Development Spec,1.00,2319.00,2819.00
2010,REG,AC35,Bd/Comm Secretary 3,0.50,2953.00,3589.00
2010,REG,TEMPM,Temporary Position,35.06,0.00,0.00
2010,RET,0922,Manager I,2.00,3282.00,4188.00
2010,RET,0923,Manager II,1.00,3520.00,4492.00
2010,RET,0931,Manager III,3.00,3799.00,4848.00
2010,RET,0932,Manager IV,1.00,4075.00,5200.00
2010,RET,0933,Manager V,1.00,4397.00,5612.00
2010,RET,0941,Manager VI,5.00,4717.00,6019.00
2010,RET,0943,Manager VIII,2.00,5722.00,7303.00
2010,RET,0954,Dep Dir IV,1.00,5368.00,6851.00
2010,RET,0965,Dept Head V,1.38,7668.00,9787.00
2010,RET,1022,IS Administrator 2,1.00,2557.00,3108.00
2010,RET,1024,IS Administrator-Supervisor,1.00,3346.00,4067.00
2010,RET,1053,IS Business Analyst-Senior,4.00,3154.00,3966.00
2010,RET,1054,IS Business Analyst-Principal,2.00,3652.00,4592.00
2010,RET,1063,IS Programmer Analyst-Senior,1.00,2858.00,3598.00
2010,RET,1070,IS Project Director,1.00,4025.00,5062.00
2010,RET,1117,"Dep Dir for Investments, Ret",1.00,9383.00,11405.00
2010,RET,1209,Benefits Technician,12.00,1782.00,2166.00
2010,RET,1241,Personnel Analyst,1.00,2193.00,3229.00
2010,RET,1450,Executive Secretary 1,1.00,2074.00,2521.00
2010,RET,1452,Executive Secretary 2,1.00,2377.00,2890.00
2010,RET,1652,Accountant II,3.00,2365.00,2874.00
2010,RET,1654,Accountant III,3.00,2862.00,3479.00
2010,RET,1657,Accountant IV,2.00,3313.00,4028.00
2010,RET,1750,Microphoto/Imaging Technician,4.00,1375.00,1666.00
2010,RET,1752,Sr. Microphoto/Imaging Tech.,1.00,1765.00,2145.00
2010,RET,1764,Mail & Reproduction Svc Sprv,1.00,2247.00,2732.00
2010,RET,1812,Assistant Retirement Analyst,19.00,2252.00,2737.00
2010,RET,1813,Senior Benefits Analyst,4.00,2557.00,3108.00
2010,RET,1814,Benefits Supervisor,4.00,3064.00,3724.00
2010,RET,4331,Security Analyst,7.00,3101.00,3769.00
2010,RET,TEMPM,Temporary Position,8.02,0.00,0.00
2010,RNT,0112,"BdComm Mbr, Grp3,M=$50/Mtg",0.00,50.00,50.00
2010,RNT,0951,Dep Dir I,1.00,3282.00,4188.00
2010,RNT,0961,Dept Head I,1.00,4075.00,5200.00
2010,RNT,1424,Clerk Typist,1.00,1577.00,1914.00
2010,RNT,1446,Secretary 2,3.00,1904.00,2314.00
2010,RNT,1458,Legal Secretary 1,1.00,2209.00,2685.00
2010,RNT,2975,Citizens Complaint Officer,10.00,2252.00,2737.00
2010,RNT,2982,Rent Board Supervisor,1.00,2862.00,3479.00
2010,RNT,8177,Attorney (Civil/Criminal),11.00,3789.00,6638.00
2010,RNT,TEMPM,Temporary Position,0.26,0.00,0.00
2010,SCI,7205,Chief Stationary Engineer,1.00,3671.00,3671.00
2010,SCI,7333,Apprentice Stationary Engineer,3.00,1880.00,2748.00
2010,SCI,7334,Stationary Engineer,8.33,2893.00,2893.00
2010,SCI,7335,Senior Stationary Engineer,1.00,3279.00,3279.00
2010,SHF,0922,Manager I,1.00,3282.00,4188.00
2010,SHF,0932,Manager IV,2.00,4075.00,5200.00
2010,SHF,0933,Manager V,1.00,4397.00,5612.00
2010,SHF,0941,Manager VI,1.00,4717.00,6019.00
2010,SHF,1222,Sr Payroll & Personnel Clerk,2.00,2124.00,2582.00
2010,SHF,1224,Pr Payroll & Personnel Clerk,1.00,2342.00,2847.00
2010,SHF,1241,Personnel Analyst,1.00,2193.00,3229.00
2010,SHF,1244,Senior Personnel Analyst,1.00,3108.00,3777.00
2010,SHF,1314,Public Relations Officer,1.00,2806.00,3410.00
2010,SHF,1426,Senior Clerk Typist,1.00,1727.00,2099.00
2010,SHF,1446,Secretary 2,1.00,1904.00,2314.00
2010,SHF,1452,Executive Secretary 2,1.00,2377.00,2890.00
2010,SHF,1632,Senior Account Clerk,1.00,1881.00,2287.00
2010,SHF,1652,Accountant II,1.00,2365.00,2874.00
2010,SHF,1654,Accountant III,1.00,2862.00,3479.00
2010,SHF,1657,Accountant IV,1.00,3313.00,4028.00
2010,SHF,1705,Communications Dispatcher 2,3.00,1853.00,2252.00
2010,SHF,1823,Senior Administrative Analyst,3.00,2977.00,3618.00
2010,SHF,1824,Pr Administrative Analyst,3.00,3446.00,4188.00
2010,SHF,1934,Storekeeper,2.00,1658.00,2014.00
2010,SHF,1936,Senior Storekeeper,1.00,1765.00,2145.00
2010,SHF,3402,Farmer,1.00,1941.00,2360.00
2010,SHF,7120,Bldgs & Grounds Maint Supt,2.00,4212.00,4212.00
2010,SHF,7318,Electronic Maintenance Tech,1.00,3199.00,3888.00
2010,SHF,7334,Stationary Engineer,10.00,2893.00,2893.00
2010,SHF,7335,Senior Stationary Engineer,2.00,3279.00,3279.00
2010,SHF,7347,Plumber,2.00,2989.00,3633.00
2010,SHF,8108,Senior Legal Process Clerk,32.00,1805.00,2194.00
2010,SHF,8109,Document Examiner Technician,2.00,1994.00,2424.00
2010,SHF,8173,Legal Assistant,1.00,2435.00,2960.00
2010,SHF,8177,Attorney (Civil/Criminal),2.00,3789.00,6638.00
2010,SHF,8184,Chf Atty 2 (Civil & Criminal),1.00,6099.00,7414.00
2010,SHF,8202,Security Guard,8.00,1457.00,1765.00
2010,SHF,8217,Comm Pol Svcs Aide Supervisor,1.00,2120.00,2577.00
2010,SHF,8249,Fingerprint Technician 1,1.00,1740.00,2115.00
2010,SHF,8250,Fingerprint Technician 2,10.00,1881.00,2287.00
2010,SHF,8300,Sheriff's Cadet,54.96,1384.00,1384.00
2010,SHF,8302,Deputy Sheriff 1,27.49,2152.00,2751.00
2010,SHF,8304,Deputy Sheriff,709.25,2619.00,3340.00
2010,SHF,8306,Senior Deputy Sheriff,98.50,2900.00,3702.00
2010,SHF,8308,Sheriff's Sergeant,56.00,3197.00,4081.00
2010,SHF,8310,Sheriff's Lieutenant,35.00,3667.00,4678.00
2010,SHF,8312,Sheriff's Captain,10.00,4205.00,5364.00
2010,SHF,8314,Chief Deputy Sheriff,3.00,4636.00,5914.00
2010,SHF,8315,Assistant Sheriff,2.06,5368.00,6851.00
2010,SHF,8348,Undersheriff,1.00,5368.00,6851.00
2010,SHF,8350,Sheriff,1.00,7696.96,7696.96
2010,SHF,8420,Rehabilitation Svcs Coord,21.00,2545.00,3093.00
2010,SHF,TEMPM,Temporary Position,0.62,0.00,0.00
2010,TIS,0923,Manager II,4.00,3520.00,4492.00
2010,TIS,0931,Manager III,1.00,3799.00,4848.00
2010,TIS,0932,Manager IV,5.00,4075.00,5200.00
2010,TIS,0933,Manager V,3.00,4397.00,5612.00
2010,TIS,0941,Manager VI,5.00,4717.00,6019.00
2010,TIS,0942,Manager VII,1.00,5051.00,6446.00
2010,TIS,0953,Dep Dir III,3.00,4717.00,6019.00
2010,TIS,0954,Dep Dir IV,1.00,5368.00,6851.00
2010,TIS,0964,Dept Head IV,1.00,6170.00,7875.00
2010,TIS,1021,IS Administrator 1,8.00,2104.00,2557.00
2010,TIS,1022,IS Administrator 2,10.00,2557.00,3108.00
2010,TIS,1023,IS Administrator 3,2.00,3108.00,3777.00
2010,TIS,1024,IS Administrator-Supervisor,3.00,3346.00,4067.00
2010,TIS,1033,IS Trainer-Senior,1.00,3108.00,3777.00
2010,TIS,1041,IS Engineer-Assistant,1.00,3050.00,3834.00
2010,TIS,1042,IS Engineer-Journey,14.08,3376.00,4247.00
2010,TIS,1043,IS Engineer-Senior,19.77,3743.00,4706.00
2010,TIS,1044,IS Engineer-Principal,9.00,4025.00,5062.00
2010,TIS,1051,IS Business Analyst-Assistant,2.00,2353.00,2960.00
2010,TIS,1052,IS Business Analyst,6.00,2722.00,3427.00
2010,TIS,1053,IS Business Analyst-Senior,15.00,3154.00,3966.00
2010,TIS,1054,IS Business Analyst-Principal,9.54,3652.00,4592.00
2010,TIS,1062,IS Programmer Analyst,5.00,2353.00,2960.00
2010,TIS,1063,IS Programmer Analyst-Senior,9.00,2858.00,3598.00
2010,TIS,1064,IS Prg Analyst-Principal,4.00,3326.00,4185.00
2010,TIS,1070,IS Project Director,6.00,4025.00,5062.00
2010,TIS,1402,Junior Clerk,1.00,1394.00,1690.00
2010,TIS,1404,Clerk,11.00,1517.00,1840.00
2010,TIS,1406,Senior Clerk,3.00,1573.00,1909.00
2010,TIS,1408,Principal Clerk,1.00,2074.00,2521.00
2010,TIS,1424,Clerk Typist,1.00,1577.00,1914.00
2010,TIS,1452,Executive Secretary 2,4.00,2377.00,2890.00
2010,TIS,1454,Executive Secretary 3,1.00,2582.00,3138.00
2010,TIS,1632,Senior Account Clerk,4.00,1881.00,2287.00
2010,TIS,1652,Accountant II,2.00,2365.00,2874.00
2010,TIS,1654,Accountant III,2.00,2862.00,3479.00
2010,TIS,1760,Offset Machine Operator,1.00,1752.00,2130.00
2010,TIS,1762,Senior Offset Machine Operator,1.00,1748.00,2124.00
2010,TIS,1764,Mail & Reproduction Svc Sprv,1.00,2247.00,2732.00
2010,TIS,1766,Media Production Tech,6.00,1904.00,2314.00
2010,TIS,1767,Media Programming Spec,2.00,2215.00,2693.00
2010,TIS,1769,Media Production Supv,1.00,2752.00,3346.00
2010,TIS,1823,Senior Administrative Analyst,3.00,2977.00,3618.00
2010,TIS,1824,Pr Administrative Analyst,6.00,3446.00,4188.00
2010,TIS,1844,Senior Management Assistant,1.00,2582.00,3138.00
2010,TIS,1932,Assistant Storekeeper,1.00,1513.00,1835.00
2010,TIS,1934,Storekeeper,2.00,1658.00,2014.00
2010,TIS,5320,Illustrator and Art Designer,1.00,2424.00,2946.00
2010,TIS,5322,Graphic Artist,2.00,1791.00,2178.00
2010,TIS,5330,Graphics Supervisor,1.00,2545.00,3093.00
2010,TIS,7257,Communication Line Sprv1,1.00,3108.00,3777.00
2010,TIS,7263,Maintenance Manager,1.00,3479.00,4229.00
2010,TIS,7273,Communications Line Wrk Sprv 2,2.00,3460.00,4206.00
2010,TIS,7275,Telecommunications Tech Supv,1.00,3460.00,4206.00
2010,TIS,7308,Cable Splicer,14.00,3108.00,3777.00
2010,TIS,7338,Electrical Line Worker,9.00,2621.00,3873.00
2010,TIS,7362,Communications Systems Tech,24.00,3155.00,3836.00
2010,TIS,7368,Senior Comm Systems Technican,4.00,3653.00,4440.00
2010,TIS,7430,Asst Electronic Main Tech,9.00,2764.00,3359.00
2010,TIS,7432,Electrical Line Helper,7.00,2377.00,2890.00
2010,TIS,8234,Fire Alarm Dispatcher,2.00,2209.00,2685.00
2010,TIS,8236,Chief Fire Alarm Dispatcher,1.00,2621.00,3187.00
2010,TIS,TEMPM,Temporary Position,8.54,0.00,0.00
2010,TTX,0922,Manager I,3.00,3282.00,4188.00
2010,TTX,0923,Manager II,1.00,3520.00,4492.00
2010,TTX,0931,Manager III,5.00,3799.00,4848.00
2010,TTX,0933,Manager V,1.00,4397.00,5612.00
2010,TTX,0942,Manager VII,1.00,5051.00,6446.00
2010,TTX,0952,Dep Dir II,1.00,3799.00,4848.00
2010,TTX,0953,Dep Dir III,1.00,4717.00,6019.00
2010,TTX,1022,IS Administrator 2,1.00,2557.00,3108.00
2010,TTX,1023,IS Administrator 3,2.00,3108.00,3777.00
2010,TTX,1043,IS Engineer-Senior,2.00,3743.00,4706.00
2010,TTX,1053,IS Business Analyst-Senior,1.00,3154.00,3966.00
2010,TTX,1062,IS Programmer Analyst,1.00,2353.00,2960.00
2010,TTX,1063,IS Programmer Analyst-Senior,5.00,2858.00,3598.00
2010,TTX,1064,IS Prg Analyst-Principal,4.00,3326.00,4185.00
2010,TTX,1070,IS Project Director,1.00,4025.00,5062.00
2010,TTX,1204,Senior Personnel Clerk,1.00,1951.00,2371.00
2010,TTX,1222,Sr Payroll & Personnel Clerk,1.00,2124.00,2582.00
2010,TTX,1244,Senior Personnel Analyst,1.00,3108.00,3777.00
2010,TTX,1404,Clerk,5.00,1517.00,1840.00
2010,TTX,1408,Principal Clerk,13.66,2074.00,2521.00
