FY,Dept Level,Job Code,Job Title,Sum FTE,Biweekly Low Rate,Biweekly High Rate
2010,TTX,1410,Chief Clerk,2.00,2377.00,2890.00
2010,TTX,1426,Senior Clerk Typist,2.00,1727.00,2099.00
2010,TTX,1454,Executive Secretary 3,1.00,2582.00,3138.00
2010,TTX,1460,Legal Secretary 2,1.00,2377.00,2890.00
2010,TTX,1630,Account Clerk,20.50,1626.00,1975.00
2010,TTX,1632,Senior Account Clerk,17.50,1881.00,2287.00
2010,TTX,1634,Principal Account Clerk,8.15,2124.00,2582.00
2010,TTX,1652,Accountant II,1.00,2365.00,2874.00
2010,TTX,1654,Accountant III,4.00,2862.00,3479.00
2010,TTX,1657,Accountant IV,1.00,3313.00,4028.00
2010,TTX,1823,Senior Administrative Analyst,3.00,2977.00,3618.00
2010,TTX,1824,Pr Administrative Analyst,5.00,3446.00,4188.00
2010,TTX,1844,Senior Management Assistant,4.00,2582.00,3138.00
2010,TTX,4220,Personal Property Auditor,17.00,2533.00,3080.00
2010,TTX,4222,Sr Personal Property Auditor,7.00,2933.00,3566.00
2010,TTX,4224,Pr Personal Property Auditor,2.00,3396.00,4128.00
2010,TTX,4306,Collections Officer,2.00,1951.00,2371.00
2010,TTX,4308,Senior Collections Officer,42.73,2099.00,2551.00
2010,TTX,4310,Commercial Div Asst Sprv,8.00,2533.00,3080.00
2010,TTX,4320,Cashier 1,4.00,1577.00,1914.00
2010,TTX,4321,Cashier 2,12.27,1686.00,2048.00
2010,TTX,4334,"Investigator, Tax Collector",8.00,2521.00,3064.00
2010,TTX,4335,"Sr Investigator, Tax Collector",3.00,2632.00,3199.00
2010,TTX,4390,Treasurer,1.00,6253.96,6253.96
2010,TTX,8173,Legal Assistant,2.00,2435.00,2960.00
2010,TTX,8177,Attorney (Civil/Criminal),1.00,3789.00,6638.00
2010,TTX,8190,"Attorney, Tax Collector",1.00,5761.00,7002.00
2010,TTX,TEMPM,Temporary Position,5.95,0.00,0.00
2010,TXC,1406,Senior Clerk,2.00,1573.00,1909.00
2010,TXC,1408,Principal Clerk,1.00,2074.00,2521.00
2010,TXC,1450,Executive Secretary 1,1.00,2074.00,2521.00
2010,TXC,4334,"Investigator, Tax Collector",2.77,2521.00,3064.00
2010,TXC,9177,"Manager III, MTA",1.00,3520.00,4492.00
2010,TXC,9183,"Deputy Dir I, MTA",1.00,5368.00,6851.00
2010,USD,0118,"BdComm Mbr, Grp7,M=$500/Month",0.00,500.00,500.00
2010,USD,0130,Superintendent of Schools,1.00,2773.00,2773.00
2010,USD,1002,IS Operator-Journey,1.00,1791.00,2178.00
2010,USD,1312,Public Information Officer,1.00,2354.00,2862.00
2010,USD,1426,Senior Clerk Typist,1.00,1727.00,2099.00
2010,USD,1446,Secretary 2,1.00,1904.00,2314.00
2010,USD,1650,Accountant I,1.00,2135.00,2596.00
2010,USD,1823,Senior Administrative Analyst,1.00,2977.00,3618.00
2010,USD,5211,Eng/Arch/Landscape Arch Sr,2.00,4570.00,5556.00
2010,USD,5241,Engineer,1.00,3948.00,4799.00
2010,USD,5506,Project Manager 3,1.00,6231.00,6231.00
2010,WAR,0931,Manager III,1.00,3799.00,4848.00
2010,WAR,0942,Manager VII,0.50,5051.00,6446.00
2010,WAR,0952,Dep Dir II,1.00,3799.00,4848.00
2010,WAR,0962,Dept Head II,1.00,5051.00,6446.00
2010,WAR,1222,Sr Payroll & Personnel Clerk,1.00,2124.00,2582.00
2010,WAR,1426,Senior Clerk Typist,1.00,1727.00,2099.00
2010,WAR,1446,Secretary 2,2.00,1904.00,2314.00
2010,WAR,1450,Executive Secretary 1,1.00,2074.00,2521.00
2010,WAR,1452,Executive Secretary 2,1.00,2377.00,2890.00
2010,WAR,1654,Accountant III,1.00,2862.00,3479.00
2010,WAR,1823,Senior Administrative Analyst,1.00,2977.00,3618.00
2010,WAR,1844,Senior Management Assistant,1.00,2582.00,3138.00
2010,WAR,4119,Performing Arts Center Aide,4.00,2332.00,2835.00
2010,WAR,7120,Bldgs & Grounds Maint Supt,1.00,4212.00,4212.00
2010,WAR,7205,Chief Stationary Engineer,1.23,3671.00,3671.00
2010,WAR,7333,Apprentice Stationary Engineer,1.00,1880.00,2748.00
2010,WAR,7334,Stationary Engineer,9.00,2893.00,2893.00
2010,WAR,7335,Senior Stationary Engineer,2.00,3279.00,3279.00
2010,WAR,7345,Electrician,1.00,2890.00,3513.00
2010,WAR,7346,Painter,1.00,2365.00,2874.00
2010,WAR,7377,Stage Electrician,3.00,2752.00,3346.00
2010,WAR,7392,Window Cleaner,1.00,2135.00,2596.00
2010,WAR,8205,Institutional Police Sergeant,2.00,2499.00,4081.00
2010,WAR,8207,Bldg & Grounds Patrol Officer,22.00,1765.00,2145.00
2010,WAR,8209,Institutional Police Lieut,1.00,2756.00,4678.00
2010,WAR,TEMPM,Temporary Position,3.76,0.00,0.00
2010,WOM,0111,"BdComm Mbr, Grp2,M=$25/Mtg",0.00,25.00,25.00
2010,WOM,0961,Dept Head I,1.00,4075.00,5200.00
2010,WOM,1450,Executive Secretary 1,1.00,2074.00,2521.00
2010,WOM,1820,Junior Administrative Analyst,1.00,1862.00,2264.00
2010,WOM,1823,Senior Administrative Analyst,0.50,2977.00,3618.00
2010,WOM,2998,"Rep, Comm Status of Women",2.00,2589.00,3147.00
2010,WTR,0922,Manager I,6.00,3282.00,4188.00
2010,WTR,0923,Manager II,1.00,3520.00,4492.00
2010,WTR,0931,Manager III,3.00,3799.00,4848.00
2010,WTR,0932,Manager IV,1.00,4075.00,5200.00
2010,WTR,0933,Manager V,5.00,4397.00,5612.00
2010,WTR,0941,Manager VI,3.00,4717.00,6019.00
2010,WTR,0942,Manager VII,3.00,5051.00,6446.00
2010,WTR,0954,Dep Dir IV,1.00,5368.00,6851.00
2010,WTR,0955,Dep Dir V,1.00,5722.00,7303.00
2010,WTR,1043,IS Engineer-Senior,1.00,3743.00,4706.00
2010,WTR,1052,IS Business Analyst,1.00,2722.00,3427.00
2010,WTR,1054,IS Business Analyst-Principal,2.00,3652.00,4592.00
2010,WTR,1061,IS Program Analyst-Assistant,1.00,2177.00,2735.00
2010,WTR,1220,Payroll Clerk,1.00,1936.00,2354.00
2010,WTR,1222,Sr Payroll & Personnel Clerk,1.00,2124.00,2582.00
2010,WTR,1424,Clerk Typist,1.00,1577.00,1914.00
2010,WTR,1426,Senior Clerk Typist,9.00,1727.00,2099.00
2010,WTR,1446,Secretary 2,4.00,1904.00,2314.00
2010,WTR,1450,Executive Secretary 1,4.00,2074.00,2521.00
2010,WTR,1452,Executive Secretary 2,4.00,2377.00,2890.00
2010,WTR,1478,Senior Water Services Clerk,3.00,1955.00,2377.00
2010,WTR,1480,Principal Water Services Clerk,1.00,2145.00,2607.00
2010,WTR,1630,Account Clerk,1.00,1626.00,1975.00
2010,WTR,1632,Senior Account Clerk,3.00,1881.00,2287.00
2010,WTR,1705,Communications Dispatcher 2,8.00,1853.00,2252.00
2010,WTR,1752,Sr. Microphoto/Imaging Tech.,1.00,1765.00,2145.00
2010,WTR,1822,Administrative Analyst,1.00,2449.00,2977.00
2010,WTR,1824,Pr Administrative Analyst,3.00,3446.00,4188.00
2010,WTR,1825,Prnpl Admin Analyst II,1.00,3769.00,4581.00
2010,WTR,1839,Water Conservation Admin,4.00,3396.00,4128.00
2010,WTR,1842,Management Assistant,2.00,2252.00,2737.00
2010,WTR,1844,Senior Management Assistant,2.00,2582.00,3138.00
2010,WTR,1929,Parts Storekeeper,1.00,1862.00,2264.00
2010,WTR,1930,Warehouse Worker,1.00,1666.00,2023.00
2010,WTR,1934,Storekeeper,4.00,1658.00,2014.00
2010,WTR,1936,Senior Storekeeper,1.00,1765.00,2145.00
2010,WTR,1944,Materials Coordinator,1.00,3446.00,4188.00
2010,WTR,1950,Assistant Purchaser,3.00,2004.00,2435.00
2010,WTR,2481,Water QualityTech I/II,16.00,2084.00,2933.00
2010,WTR,2482,Water Quality Tech III,2.00,2596.00,3155.00
2010,WTR,2483,Biologist I/II,24.00,2472.00,3479.00
2010,WTR,2484,Biologist III,5.00,3479.00,4229.00
2010,WTR,2485,Supv Biologist,5.00,3479.00,4229.00
2010,WTR,2486,Chemist I/II,6.00,2472.00,3479.00
2010,WTR,2487,Chemist III,3.00,3479.00,4229.00
2010,WTR,2488,Supv Chemist,4.00,3479.00,4229.00
2010,WTR,2489,Lab Svcs Mgr,2.00,4067.00,4943.00
2010,WTR,2708,Custodian,6.00,1584.00,1923.00
2010,WTR,3417,Gardener,13.00,1941.00,2360.00
2010,WTR,3422,Park Section Supervisor,2.00,2360.00,2868.00
2010,WTR,3424,Pest Control Specialist,2.00,2360.00,2868.00
2010,WTR,3426,Forester,1.00,2862.00,3479.00
2010,WTR,3434,Arborist Technician,2.00,2140.00,2933.00
2010,WTR,3436,Arborist Technician Supervisor,1.00,2693.00,3273.00
2010,WTR,3486,Watershed Forester,2.00,3005.00,3653.00
2010,WTR,5148,Water Operations Analyst,12.00,4400.00,4400.00
2010,WTR,5149,Supt Water Treatment Fac,2.00,4875.00,4875.00
2010,WTR,5203,Asst Engr,6.00,2933.00,3566.00
2010,WTR,5207,Assoc Engineer,10.00,3410.00,4145.00
2010,WTR,5211,Eng/Arch/Landscape Arch Sr,10.00,4570.00,5556.00
2010,WTR,5212,Engineer/Architect Principal,3.00,5303.00,6446.00
2010,WTR,5216,Chief Surveyor,1.00,3689.00,4484.00
2010,WTR,5241,Engineer,12.00,3948.00,4799.00
2010,WTR,5293,Planner 4,2.00,3668.00,4458.00
2010,WTR,5310,Survey Assistant I,4.00,2199.00,2672.00
2010,WTR,5312,Survey Assistant II,3.00,2472.00,3005.00
2010,WTR,5314,Survey Associate,3.00,2847.00,3460.00
2010,WTR,5362,Engineering Assistant,1.00,2188.00,2660.00
2010,WTR,5364,Engineering Associate 1,9.00,2424.00,2946.00
2010,WTR,5366,Engineering Associate 2,3.00,2806.00,3410.00
2010,WTR,5382,"StdntDsgnTrain3, Arch/Eng/Plng",1.50,2088.00,2088.00
2010,WTR,5602,Utility Specialist,7.00,3038.00,4488.00
2010,WTR,5620,Regulatory Specialist,3.00,3093.00,3760.00
2010,WTR,6318,Construction Inspector,4.00,2960.00,3597.00
2010,WTR,6319,Senior Const Inspector,1.00,3263.00,3966.00
2010,WTR,7120,Bldgs & Grounds Maint Supt,2.00,4212.00,4212.00
2010,WTR,7134,Water Const&Main Supt,2.00,3815.00,4637.00
2010,WTR,7205,Chief Stationary Engineer,1.00,3671.00,3671.00
2010,WTR,7208,Heavy Equipment Ops Sprv,1.00,3248.00,3948.00
2010,WTR,7215,General Laborer Supervisor 1,8.00,2079.00,2527.00
2010,WTR,7226,Carpenter Supervisor 1,2.00,3169.00,3851.00
2010,WTR,7238,Electrician Supervisor 1,1.00,3263.00,3966.00
2010,WTR,7240,Water Meter Shop Supervisor 1,1.00,2507.00,3047.00
2010,WTR,7245,"Chf Statnry Eng,WtrTreat Plnt",6.00,4046.00,4046.00
2010,WTR,7250,Utility Plumber Supervisor 1,31.00,3359.00,4082.00
2010,WTR,7254,Automotive Machinist Sprv 1,2.00,3883.00,3883.00
2010,WTR,7258,Maintenance Machinist Sprv 1,1.00,3883.00,3883.00
2010,WTR,7262,Maintenance Planner,5.00,3819.00,3819.00
2010,WTR,7270,Watershed Keeper Supervisor,2.00,2199.00,2672.00
2010,WTR,7276,Electrician Supervisor 2,2.00,3633.00,4416.00
2010,WTR,7284,Utility Plumber Supervisor 2,6.00,3703.00,4500.00
2010,WTR,7287,Sprv Electronic Main Tech,1.00,3703.00,4500.00
2010,WTR,7306,Automotive Body & Fender Wrk,1.00,2923.00,2923.00
2010,WTR,7309,Car and Auto Painter,1.00,2923.00,2923.00
2010,WTR,7313,Automotive Machinist,10.00,2954.00,2954.00
2010,WTR,7315,Auto Machinist Asst Sprv,1.00,3522.00,3522.00
2010,WTR,7316,Water Service Inspector,5.00,3018.00,3668.00
2010,WTR,7317,Senior Water Service Inspector,4.00,3493.00,4246.00
2010,WTR,7318,Electronic Maintenance Tech,9.00,3199.00,3888.00
2010,WTR,7328,"Operating Engineer, Universal",16.00,2800.00,3403.00
2010,WTR,7329,Electr Maint Tech Asst Sprv,3.00,3460.00,4206.00
2010,WTR,7332,Maintenance Machinist,13.00,2507.00,3047.00
2010,WTR,7334,Stationary Engineer,3.00,2893.00,2893.00
2010,WTR,7335,Senior Stationary Engineer,1.00,3279.00,3279.00
2010,WTR,7337,Main Machinist Asst Sprv,1.00,2874.00,3493.00
2010,WTR,7339,"AprntcStatnry Eng,WtrTreatPlnt",4.00,2074.00,3031.00
2010,WTR,7341,Statnry Eng Water Treat Plant,44.00,3190.00,3190.00
2010,WTR,7343,"Sr Statnry Eng, Wtr Treat Plnt",18.00,3611.00,3611.00
2010,WTR,7344,Carpenter,11.00,2571.00,3126.00
2010,WTR,7345,Electrician,11.00,2890.00,3513.00
2010,WTR,7346,Painter,5.00,2365.00,2874.00
2010,WTR,7347,Plumber,3.00,2989.00,3633.00
2010,WTR,7353,Water Meter Repairer,6.00,2274.00,2764.00
2010,WTR,7355,Truck Driver,18.00,2317.00,2951.00
2010,WTR,7360,Pipe Welder,6.00,2989.00,3633.00
2010,WTR,7362,Communications Systems Tech,1.00,3155.00,3836.00
2010,WTR,7388,Utility Plumber,90.00,2989.00,3633.00
2010,WTR,7410,Automotive Service Worker,5.00,1914.00,2326.00
2010,WTR,7470,Watershed Keeper,18.00,1965.00,2388.00
2010,WTR,7514,General Laborer,61.00,1876.00,2281.00
2010,WTR,9382,Govrnmt/Publ Affairs Mgr,1.00,3566.00,4334.00
2010,WTR,TEMPM,Temporary Position,10.51,0.00,0.00
